;; Original version courtesy of University of Pittsburgh opin@cs.pitts.edu
;; released under GNU LESSER GENERAL PUBLIC LICENSE
;; Version 2.1, February 1999
;; remove this license header to use in Sigma (http://sigmakee.sourceforge.net)

"type","word","POS","stemmed","polarity",,
"strong","charm","verb","y","positive",,
"strong","charming","adj","n","positive",,
"strong","charming","anypos","n","positive",,
"strong","charmingly","adj","n","positive",,
"strong","chaste","adj","n","positive",,
"strong","chasten","verb","y","negative",,
"strong","chastise","verb","y","negative",,
"strong","chastisement","anypos","y","negative",,
"strong","chatter","verb","y","negative",,
"strong","chatterbox","anypos","y","negative",,
"strong","cheapen","verb","y","negative",,
"strong","cheap","adj","n","negative",,
"strong","cheat","noun","n","negative",,
"strong","cheat","verb","y","negative",,
"strong","cheater","anypos","y","negative",,
"strong","cheer","noun","n","positive",,
"strong","cheer","verb","y","positive",,
"strong","cheery","adj","n","positive",,
"strong","cheerful","adj","n","positive",,
"strong","cheerless","adj","n","negative",,
"strong","cherish","verb","y","positive",,
"strong","cherished","adj","n","positive",,
"strong","cherub","noun","n","positive",,
"strong","chic","adj","n","positive",,
"strong","chide","verb","y","negative",,
"strong","childish","adj","n","negative",,
"weak","chill","verb","y","negative",,
"weak","chilly","adj","n","negative",,
"strong","chit","anypos","y","negative",,
"strong","chivalry","noun","n","positive",,
"strong","chivalrous","adj","n","positive",,
"weak","choppy","adj","n","negative",,
"weak","choke","verb","y","negative",,
"weak","chore","noun","n","negative",,
"weak","chronic","adj","n","negative",,
"weak","chum","noun","n","positive",,
"strong","civility","noun","n","positive",,
"weak","civilization","noun","n","positive",,
"weak","civilize","adj","n","positive",,
"weak","civilize","verb","y","positive",,
"weak","civil","adj","n","positive",,
"weak","claim","anypos","y","neutral",,
"weak","clamor","noun","n","negative",,
"weak","clamorous","adj","n","negative",,
"weak","clandestine","adj","n","neutral",,
"weak","clarity","adj","n","positive",,
"weak","clash","adj","n","negative",,
"weak","clash","noun","n","negative",,
"weak","classic","noun","n","positive",,
"weak","clean","adj","n","positive",,
"weak","cleanliness","noun","n","positive",,
"weak","cleanse","verb","n","positive",,
"weak","clear","anypos","y","positive",,
"strong","clear-cut","adj","n","positive",,
"strong","clearer","adj","n","positive",,
"strong","clearer","noun","n","positive",,
"strong","clearly","anypos","n","positive",,
"strong","clever","adj","n","positive",,
"strong","cliche","anypos","n","negative",,
"strong","cliched","anypos","n","negative",,
"weak","clique","noun","n","negative",,
"weak","clog","verb","y","negative",,
"weak","close","adj","n","negative",,
"strong","closeness","adj","n","positive",,
"strong","closeness","noun","n","positive",,
"strong","cloud","verb","y","negative",,
"strong","clout","adj","n","positive",,
"strong","clout","noun","n","positive",,
"strong","clumsy","adj","n","negative",,
"weak","co-operation","adj","n","positive",,
"weak","co-operation","noun","n","positive",,
"weak","coarse","adj","n","negative",,
"strong","coax","verb","y","positive",,
"strong","cocky","adj","n","negative",,
"weak","coddle","verb","y","positive",,
"strong","coerce","verb","y","negative",,
"strong","coercion","noun","n","negative",,
"strong","coercive","adj","n","negative",,
"strong","cogent","adj","n","positive",,
"weak","cohesive","adj","n","positive",,
"strong","cogitate","verb","y","neutral",,
"weak","cognizance","adj","n","neutral",,
"weak","cognizance","noun","n","neutral",,
"strong","cognizant","noun","n","neutral",,
"weak","cohere","verb","y","positive",,
"strong","coherence","adj","n","positive",,
"strong","coherence","noun","n","positive",,
"weak","coherent","adj","n","positive",,
"weak","cohesion","noun","n","positive",,
"weak","cohesive","adj","n","positive",,
"weak","cold","adj","n","negative",,
"strong","coldly","adverb","n","negative",,
"weak","collapse","adj","n","negative",,
"weak","collapse","verb","y","negative",,
"weak","collide","verb","y","negative",,
"strong","collude","verb","y","negative",,
"strong","collusion","noun","n","negative",,
"weak","colorful","adj","n","positive",,
"weak","colossal","adj","n","positive",,
"weak","combative","adj","n","negative",,
"weak","comeback","adj","n","positive",,
"weak","comeback","noun","n","positive",,
"weak","comedy","noun","n","negative",,
"weak","comedy","adj","n","negative",,
"strong","comely","adj","n","positive",,
"weak","comfort","verb","y","positive",,
"weak","comfortable","adj","n","positive",,
"weak","comfortable","noun","n","positive",,
"weak","comfortably","adverb","n","positive",,
"strong","comforting","anypos","n","positive",,
"weak","comical","adj","n","negative",,
"strong","commend","verb","y","positive",,
"strong","commendable","adj","n","positive",,
"strong","commendably","adverb","n","positive",,
"weak","commensurate","adj","n","positive",,
"weak","commonsense","noun","n","positive",,
"weak","commonsensible","adj","n","positive",,
"weak","commonsensibly","adverb","n","positive",,
"weak","commonsensical","adj","n","positive",,
"weak","comment","adj","n","neutral",,
"weak","comment","noun","n","neutral",,
"weak","commentator","adj","n","neutral",,
"weak","commentator","noun","n","neutral",,
"weak","commodious","adj","n","positive",,
"strong","commiserate","verb","y","negative",,
"weak","commitment","adj","n","positive",,
"weak","commitment","noun","n","positive",,
"weak","commonplace","adj","n","negative",,
"strong","commotion","adj","n","negative",,
"strong","commotion","noun","n","negative",,
"weak","compact","adj","n","positive",,
"strong","compassion","noun","n","positive",,
"strong","compassionate","adj","n","positive",,
"weak","compatible","adj","n","positive",,
"weak","compatible","noun","n","positive",,
"strong","compel","verb","y","negative",,
"strong","compelling","adj","n","positive",,
"strong","compelling","noun","n","positive",,
"strong","compensate","verb","y","positive",,
"weak","competent","adj","n","positive",,
"weak","competence","noun","n","positive",,
"weak","competency","noun","n","positive",,
"weak","competitive","adj","n","positive",,
"weak","competitive","noun","n","positive",,
"weak","competitiveness","anypos","n","positive",,
"strong","complacent","adj","n","negative",,
"strong","complacent","noun","n","negative",,
"strong","complain","verb","y","negative",,
"strong","complaining","adj","n","negative",,
"strong","complaining","noun","n","negative",,
"strong","complaint","noun","n","negative",,
"strong","complaints","adj","n","negative",,
"strong","complaints","noun","n","negative",,
"strong","complement","noun","n","positive",,
"weak","complement","verb","y","positive",,
"weak","complete","adj","n","neutral",,
"weak","completely","adverb","y","neutral",,
"weak","complex","adj","n","negative",,
"strong","compliant","adj","n","positive",,
"strong","compliant","noun","n","positive",,
"weak","complicate","verb","y","negative",,
"weak","complicated","adj","n","negative",,
"weak","complication","noun","n","negative",,
"strong","complicit","adj","n","negative",,
"strong","compliment","verb","y","positive",,
"strong","complimentary","anypos","n","positive",,
"strong","comprehend","verb","y","neutral",,
"weak","comprehensive","adj","n","positive",,
"weak","compromise","adj","n","positive",,
"weak","compromise","noun","n","positive",,
"weak","compromise","verb","y","positive",,
"weak","compromises","adj","n","positive",,
"weak","compromises","noun","n","positive",,
"strong","compulsion","noun","n","negative",,
"strong","compulsive","adj","n","negative",,
"weak","compulsory","adj","n","negative",,
"strong","comrades","adj","n","positive",,
"strong","comrades","noun","n","positive",,
"strong","concede","verb","y","negative",,
"strong","conceit","noun","n","negative",,
"strong","conceited","adj","n","negative",,
"strong","conceivable","adj","n","positive",,
"strong","conceivable","noun","n","positive",,
"strong","concern","adj","n","negative",,
"strong","concern","noun","n","negative",,
"weak","concern","verb","y","negative",,
"strong","concerned","anypos","y","negative",,
"weak","concerning","adj","n","neutral",,
"weak","concerning","noun","n","neutral",,
"strong","concerns","adj","n","negative",,
"strong","concerns","noun","n","negative",,
"weak","concerted","adj","n","neutral",,
"weak","concession","adj","n","negative",,
"weak","concession","noun","n","negative",,
"weak","concessions","adj","n","negative",,
"weak","concessions","noun","n","negative",,
"strong","conciliate","verb","y","positive",,
"strong","conciliatory","adj","n","positive",,
"weak","conclusive","adj","n","positive",,
"weak","concrete","adj","n","positive",,
"strong","concur","verb","y","positive",,
"strong","condescend","verb","y","negative",,
"strong","condescending","adj","n","negative",,
"strong","condescendingly","adverb","n","negative",,
"strong","condescension","noun","n","negative",,
"strong","condemn","anypos","y","negative",,
"strong","condemn","verb","y","negative",,
"strong","condemnable","adj","n","negative",,
"strong","condemnation","noun","n","negative",,
"strong","condolence","noun","n","negative",,
"strong","condolences","adj","n","negative",,
"strong","condolences","noun","n","negative",,
"strong","condone","verb","y","positive",,
"weak","conducive","adj","n","positive",,
"weak","conducive","noun","n","positive",,
"weak","confer","verb","y","positive",,
"strong","confess","verb","y","negative",,
"strong","confession","noun","n","negative",,
"strong","confessions","adj","n","negative",,
"strong","confessions","noun","n","negative",,
"strong","confide","verb","y","neutral",,
"strong","confidence","adj","n","positive",,
"strong","confidence","noun","n","positive",,
"strong","confident","adj","n","positive",,
"weak","conflict","adj","n","negative",,
"weak","conflict","noun","n","negative",,
"weak","confound","anypos","y","negative",,
"weak","confound","verb","y","negative",,
"weak","confounded","anypos","y","negative",,
"weak","confounding","anypos","y","negative",,
"weak","confront","verb","y","negative",,
"strong","confrontation","adj","n","negative",,
"strong","confrontation","noun","n","negative",,
"weak","confrontational","adj","n","negative",,
"strong","confuse","verb","y","negative",,
"strong","confused","anypos","y","negative",,
"strong","confusing","adj","n","negative",,
"strong","confusing","anypos","y","negative",,
"strong","confusion","adj","n","negative",,
"strong","confusion","noun","n","negative",,
"strong","confute","verb","y","positive",,
"strong","congenial","adj","n","positive",,
"weak","congested","adj","n","negative",,
"weak","congestion","noun","n","negative",,
"strong","congratulate","verb","y","positive",,
"strong","congratulations","adj","n","positive",,
"strong","congratulations","noun","n","positive",,
"strong","congratulatory","anypos","y","positive",,
"strong","conjecture","verb","y","neutral",,
"weak","conquer","verb","y","positive",,
"weak","conscience","adj","n","neutral",,
"weak","conscience","noun","n","positive",,
"strong","conscientious","adj","n","positive",,
"weak","consciousness","adj","n","neutral",,
"weak","consciousness","noun","n","neutral",,
"strong","consensus","noun","n","positive",,
"strong","consent","verb","y","positive",,
"strong","consequently","anypos","y","neutral",,
"strong","consider","verb","y","neutral",,
"strong","considerable","adj","n","neutral",,
"strong","considerably","anypos","n","neutral",,
"strong","considerate","adj","n","positive",,
"weak","consideration","adj","n","neutral",,
"weak","consideration","noun","n","neutral",,
"weak","consistent","adj","n","positive",,
"weak","console","verb","y","positive",,
"strong","conspicuous","adj","n","negative",,
"strong","conspicuous","noun","n","negative",,
"strong","conspicuously","anypos","y","negative",,
"weak","conspiracies","adj","n","negative",,
"weak","conspiracies","noun","n","negative",,
"weak","conspiracy","adj","n","negative",,
"weak","conspiracy","noun","n","negative",,
"strong","conspirator","adj","n","negative",,
"strong","conspirator","noun","n","negative",,
"strong","conspiratorial","anypos","n","negative",,
"strong","conspire","verb","y","negative",,
"strong","constancy","noun","n","positive",,
"strong","consternation","noun","n","negative",,
"weak","constitutions","adj","n","neutral",,
"weak","constitutions","noun","n","neutral",,
"weak","constrain","verb","y","negative",,
"weak","constraint","noun","n","negative",,
"weak","constructive","adj","n","positive",,
"weak","constructive","adj","n","positive",,
"weak","constructive","noun","n","positive",,
"weak","consume","verb","y","negative",,
"strong","consummate","adj","n","positive",,
"weak","contagious","adj","n","negative",,
"weak","contaminate","verb","y","negative",,
"weak","contamination","noun","n","negative",,
"strong","contemplate","verb","y","neutral",,
"strong","contempt","noun","n","negative",,
"strong","contemptible","adj","n","negative",,
"strong","contemptuous","adj","n","negative",,
"strong","contemptuously","anypos","n","negative",,
"strong","contend","verb","y","negative",,
"strong","content","adj","n","positive",,
"weak","content","verb","y","positive",,
"strong","contention","noun","n","negative",,
"strong","contentment","noun","n","positive",,
"strong","contentious","adj","n","negative",,
"strong","contentious","noun","n","negative",,
"weak","continuity","noun","n","positive",,
"weak","continuous","adj","n","neutral",,
"strong","contort","verb","y","negative",,
"strong","contortions","adj","n","negative",,
"strong","contortions","noun","n","negative",,
"strong","contradict","verb","y","negative",,
"strong","contradiction","noun","n","negative",,
"strong","contradictory","adj","n","negative",,
"strong","contrariness","anypos","n","negative",,
"strong","contrary","adj","n","negative",,
"strong","contravene","verb","y","negative",,
"weak","contribution","adj","n","positive",,
"weak","contribution","noun","n","positive",,
"strong","contrive","verb","y","negative",,
"strong","contrived","anypos","n","negative",,
"weak","controversial","adj","n","negative",,
"weak","controversial","noun","n","negative",,
"weak","controversy","adj","n","negative",,
"weak","controversy","noun","n","negative",,
"weak","convenient","adj","n","positive",,
"strong","convenient","anypos","n","positive",,
"strong","conveniently","anypos","y","positive",,
"weak","conviction","adj","n","positive",,
"weak","conviction","noun","n","positive",,
"weak","convince","verb","y","positive",,
"strong","convincing","adj","n","positive",,
"strong","convincing","noun","n","positive",,
"strong","convincingly","anypos","n","positive",,
"strong","convoluted","adj","n","negative",,
"weak","cooperate","verb","y","positive",,
"weak","cooperation","adj","n","positive",,
"weak","cooperation","noun","n","positive",,
"weak","cooperative","adj","n","positive",,
"weak","cooperatively","adverb","n","positive",,
"weak","coping","adj","n","negative",,
"weak","coping","noun","n","negative",,
"weak","cordial","adj","n","positive",,
"strong","cornerstone","adj","n","positive",,
"strong","cornerstone","noun","n","positive",,
"weak","correct","adj","n","positive",,
"weak","correct","anypos","y","positive",,
"weak","corrective","adj","n","neutral",,
"strong","correctly","anypos","y","positive",,
"weak","corrode","verb","y","negative",,
"weak","corrosion","noun","n","negative",,
"weak","corrosive","adj","n","negative",,
"strong","corrupt","adj","n","negative",,
"strong","corrupt","verb","y","negative",,
"strong","corruption","noun","n","negative",,
"weak","cost-effective","adj","n","positive",,
"weak","cost-saving","adj","n","positive",,
"weak","costly","adj","n","negative",,
"weak","could","anypos","y","neutral",,
"strong","counterproductive","adj","n","negative",,
"strong","coupists","adj","n","negative",,
"strong","coupists","noun","n","negative",,
"strong","courage","adj","n","positive",,
"strong","courage","noun","n","positive",,
"strong","courageous","adj","n","positive",,
"strong","courageously","anypos","n","positive",,
"strong","courageousness","noun","n","positive",,
"strong","court","verb","y","positive",,
"strong","courteous","adj","n","positive",,
"strong","courtesy","noun","n","positive",,
"strong","courtly","adj","n","positive",,
"weak","covenant","noun","n","positive",,
"weak","covert","adj","n","neutral",,
"strong","covet","verb","y","both",,
"strong","coveting","adj","n","both",,
"strong","covetingly","anypos","n","both",,
"strong","covetous","adj","n","negative",,
"strong","covetous","anypos","n","negative",,
"strong","covetously","anypos","n","both",,
"weak","cow","verb","y","negative",,
"strong","coward","noun","n","negative",,
"strong","cowardly","anypos","n","negative",,
"strong","cozy","adj","n","positive",,
"weak","crackdown","adj","n","negative",,
"weak","crackdown","noun","n","negative",,
"strong","crafty","adj","n","negative",,
"weak","cramped","adj","n","negative",,
"strong","cranky","adj","n","negative",,
"strong","crass","adj","n","negative",,
"strong","crave","verb","y","positive",,
"strong","craven","anypos","y","negative",,
"strong","cravenly","anypos","n","negative",,
"strong","craving","noun","n","positive",,
"strong","craze","noun","n","negative",,
"strong","crazily","anypos","n","negative",,
"strong","craziness","noun","n","negative",,
"strong","crazy","anypos","n","negative",,
"strong","creative","adj","n","positive",,
"strong","credence","adj","n","positive",,
"strong","credence","noun","n","positive",,
"strong","credible","adj","n","positive",,
"strong","credulous","adj","n","negative",,
"weak","crime","noun","n","negative",,
"weak","criminal","noun","n","negative",,
"strong","cringe","verb","y","negative",,
"strong","cripple","verb","y","negative",,
"strong","crippling","adj","n","negative",,
"weak","crisis","adj","n","negative",,
"weak","crisis","noun","n","negative",,
"weak","crisp","adj","n","positive",,
"strong","critic","noun","n","negative",,
"strong","critical","anypos","y","negative",,
"strong","criticism","adj","n","negative",,
"strong","criticism","noun","n","negative",,
"strong","criticisms","adj","n","negative",,
"strong","criticisms","noun","n","negative",,
"strong","criticize","verb","y","negative",,
"strong","critics","adj","n","negative",,
"strong","critics","noun","n","negative",,
"strong","crook","noun","n","negative",,
"strong","crooked","adj","n","negative",,
"strong","cross","adj","n","negative",,
"weak","crowded","adj","n","negative",,
"weak","crude","adj","n","negative",,
"strong","cruel","adj","n","negative",,
"strong","cruelties","noun","n","negative",,
"strong","cruelty","noun","n","negative",,
"weak","crumble","verb","y","negative",,
"weak","crumple","verb","y","negative",,
"strong","crusade","adj","n","positive",,
"strong","crusade","noun","n","positive",,
"strong","crusader","noun","n","positive",,
"weak","crush","verb","y","negative",,
"weak","crushing","adj","n","negative",,
"strong","cry","verb","y","negative",,
"strong","culpable","adj","n","negative",,
"strong","cuplrit","noun","n","negative",,
"strong","cumbersome","adj","n","negative",,
"strong","cure-all","adj","n","positive",,
"strong","cure-all","noun","n","positive",,
"strong","curious","anypos","y","positive",,
"strong","curiously","anypos","y","positive",,
"strong","curse","noun","n","negative",,
"strong","curse","verb","y","negative",,
"strong","cursed","adj","n","negative",,
"strong","cursed","anypos","n","negative",,
"strong","curses","noun","n","negative",,
"weak","cursory","adj","n","negative",,
"weak","curt","adj","n","negative",,
"strong","cuss","verb","y","negative",,
"weak","cut","verb","y","negative",,
"strong","cute","adj","n","positive",,
"strong","cutthroat","adj","n","negative",,
"strong","cynical","adj","n","negative",,
"strong","cynicism","noun","n","negative",,
"weak","damage","noun","n","negative",,
"weak","damage","verb","n","negative",,
"weak","damaging","adj","n","negative",,
"strong","damn","adj","n","negative",,
"strong","damn","noun","n","negative",,
"strong","damn","verb","y","negative",,
"strong","damnable","anypos","n","negative",,
"strong","damnably","anypos","n","negative",,
"strong","damnation","anypos","n","negative",,
"strong","damned","anypos","n","negative",,
"strong","damning","anypos","n","negative",,
"weak","dance","noun","n","positive",,
"weak","dance","verb","y","positive",,
"weak","danger","adj","n","negative",,
"weak","danger","noun","n","negative",,
"weak","dangerous","adj","n","negative",,
"strong","dangerousness","adj","n","negative",,
"strong","dangerousness","noun","n","negative",,
"strong","dangle","verb","y","negative",,
"strong","dare","verb","y","positive",,
"strong","daring","anypos","n","positive",,
"strong","daringly","anypos","n","positive",,
"weak","dark","adj","n","negative",,
"weak","darken","verb","y","negative",,
"weak","darkness","noun","n","negative",,
"strong","darling","anypos","y","positive",,
"strong","darn","anypos","y","negative",,
"weak","dash","verb","y","negative",,
"strong","dashing","adj","n","positive",,
"strong","dastard","noun","n","negative",,
"strong","dastardly","anypos","y","negative",,
"strong","daunt","verb","y","negative",,
"strong","daunting","anypos","n","negative",,
"strong","dauntingly","anypos","n","negative",,
"strong","dauntless","adj","n","positive",,
"strong","dawdle","verb","y","negative",,
"weak","dawn","verb","y","positive",,
"strong","daydream","verb","y","positive",,
"strong","daydreamer","anypos","y","positive",,
"strong","daze","verb","y","negative",,
"strong","dazed","adj","n","negative",,
"strong","dazzle","verb","y","positive",,
"strong","dazzled","adj","n","positive",,
"strong","dazzling","anypos","n","positive",,
"weak","dead","adj","n","negative",,
"strong","deadbeat","adj","n","negative",,
"strong","deadlock","noun","n","negative",,
"strong","deadlock","verb","y","negative",,
"weak","deadly","adj","n","negative",,
"strong","deadweight","adj","n","negative",,
"weak","deaf","adj","n","negative",,
"weak","deal","noun","n","positive",,
"strong","dear","adj","n","positive",,
"strong","dearth","noun","n","negative",,
"weak","death","noun","n","negative",,
"strong","debacle","noun","n","negative",,
"strong","debase","verb","y","negative",,
"strong","debasement","noun","n","negative",,
"strong","debaser","noun","n","negative",,
"strong","debatable","anypos","n","negative",,
"strong","debate","verb","y","negative",,
"strong","debauch","verb","y","negative",,
"strong","debaucher","noun","n","negative",,
"strong","debauchery","noun","n","negative",,
"weak","debilitate","verb","y","negative",,
"weak","debilitating","adj","n","negative",,
"weak","debility","noun","n","negative",,
"strong","decadence","noun","n","negative",,
"strong","decadent","adj","n","negative",,
"strong","decay","noun","n","negative",,
"strong","decay","verb","y","negative",,
"strong","decayed","anypos","n","negative",,
"strong","deceit","noun","n","negative",,
"strong","deceitful","anypos","n","negative",,
"strong","deceitfully","anypos","n","negative",,
"strong","deceitfulness","anypos","n","negative",,
"strong","deceiving","adj","n","negative",,
"strong","deceive","verb","y","negative",,
"strong","deceiver","noun","n","negative",,
"strong","deceivers","noun","n","negative",,
"weak","decent","adj","n","positive",,
"weak","decency","noun","n","positive",,
"strong","deception","adj","n","negative",,
"strong","deception","noun","n","negative",,
"strong","deceptive","adj","n","negative",,
"strong","deceptive","noun","n","negative",,
"strong","deceptively","anypos","n","negative",,
"weak","decide","verb","y","neutral",,
"weak","decisive","adj","n","positive",,
"weak","decisiveness","adj","n","positive",,
"weak","decisiveness","noun","n","positive",,
"strong","declaim","verb","y","negative",,
"weak","decline","noun","n","negative",,
"weak","decline","verb","y","negative",,
"weak","declining","adj","n","negative",,
"weak","decrease","noun","n","negative",,
"weak","decrease","verb","y","negative",,
"weak","decreasing","adj","n","negative",,
"weak","decrement","noun","n","negative",,
"strong","decrepit","adj","n","negative",,
"strong","decrepitude","noun","n","negative",,
"strong","decry","verb","y","negative",,
"strong","dedicated","adj","n","positive",,
"strong","deduce","verb","y","neutral",,
"weak","deep","adj","n","neutral",,
"weak","deep","noun","n","negative",,
"strong","deeply","anypos","n","neutral",,
"strong","deepening","adj","n","negative",,
"strong","deepening","noun","n","negative",,
"strong","defamation","noun","n","negative",,
"strong","defamations","noun","n","negative",,
"strong","defamatory","anypos","n","negative",,
"strong","defame","verb","y","negative",,
"weak","defeat","noun","n","negative",,
"weak","defeat","verb","y","negative",,
"weak","defect","noun","n","negative",,
"strong","defective","adj","n","negative",,
"weak","defend","verb","y","positive",,
"strong","defender","adj","n","positive",,
"strong","defender","noun","n","positive",,
"weak","defensive","adj","n","negative",,
"strong","deference","noun","n","positive",,
"weak","defense","noun","n","positive",,
"strong","defiance","adj","n","negative",,
"strong","defiance","noun","n","negative",,
"strong","defiant","adj","n","negative",,
"strong","defiantly","anypos","n","negative",,
"weak","deficiency","noun","n","negative",,
"weak","deficient","adj","n","negative",,
"strong","defile","verb","y","negative",,
"strong","defiler","noun","n","negative",,
"weak","definite","adj","n","positive",,
"weak","definitely","anypos","y","positive",,
"weak","definitive","adj","n","positive",,
"weak","definitive","noun","n","positive",,
"strong","definitively","anypos","n","positive",,
"weak","deflationary","adj","n","positive",,
"weak","deform","verb","y","negative",,
"weak","deformed","adj","n","negative",,
"strong","defrauding","adj","n","negative",,
"strong","defrauding","noun","n","negative",,
"strong","deft","adj","n","positive",,
"strong","defunct","adj","n","negative",,
"strong","defy","verb","y","negative",,
"strong","degenerate","adj","n","negative",,
"strong","degenerate","verb","y","negative",,
"strong","degenerately","anypos","n","negative",,
"strong","degeneration","noun","n","negative",,
"strong","degradation","noun","n","negative",,
"strong","degrade","verb","y","negative",,
"strong","degrading","adj","n","negative",,
"strong","degradingly","anypos","n","negative",,
"strong","dehumanization","noun","n","negative",,
"strong","dehumanize","verb","y","negative",,
"strong","deign","verb","y","negative",,
"strong","deject","verb","y","negative",,
"strong","dejected","adj","n","negative",,
"strong","dejectedly","adj","n","negative",,
"strong","dejection","noun","n","negative",,
"strong","delectable","adj","n","positive",,
"weak","delicacy","noun","n","positive",,
"weak","delicate","adj","n","positive",,
"strong","delicious","adj","n","positive",,
"strong","delight","noun","n","positive",,
"strong","delight","verb","y","positive",,
"strong","delighted","adj","n","positive",,
"strong","delightful","adj","n","positive",,
"strong","delightful","anypos","n","positive",,
"strong","delightfully","anypos","n","positive",,
"strong","delightfulness","noun","n","positive",,
"weak","delinquency","noun","n","negative",,
"weak","delinquent","adj","n","negative",,
"strong","delirious","adj","n","negative",,
"strong","delirium","noun","n","negative",,
"strong","delude","verb","y","negative",,
"strong","deluded","adj","n","negative",,
"weak","deluge","noun","n","negative",,
"strong","delusion","adj","n","negative",,
"strong","delusion","noun","n","negative",,
"strong","delusional","adj","n","negative",,
"strong","delusional","anypos","y","negative",,
"strong","delusions","adj","n","negative",,
"strong","delusions","noun","n","negative",,
"weak","demand","adj","n","both",,
"weak","demand","noun","n","both",,
"strong","demand","verb","n","both",,
"weak","demands","adj","n","both",,
"weak","demands","noun","n","both",,
"strong","demean","verb","y","negative",,
"strong","demeaning","adj","n","negative",,
"strong","demise","noun","n","negative",,
"weak","democratic","adj","n","positive",,
"weak","demolish","verb","y","negative",,
"weak","demolisher","noun","n","negative",,
"strong","demon","noun","n","negative",,
"strong","demonic","adj","n","negative",,
"strong","demonize","anypos","y","negative",,
"strong","demonize","verb","y","negative",,
"strong","demoralize","verb","y","negative",,
"strong","demoralizing","anypos","n","negative",,
"strong","demoralizingly","anypos","n","negative",,
"strong","demystify","verb","y","positive",,
"strong","denial","noun","n","negative",,
"strong","denigrate","verb","y","negative",,
"strong","deny","verb","y","negative",,
"strong","denounce","verb","y","negative",,
"strong","denunciate","verb","y","negative",,
"strong","denunciation","noun","n","negative",,
"strong","denunciations","noun","n","negative",,
"weak","dependable","adj","n","positive",,
"weak","dependent","adj","n","neutral",,
"weak","dependent","noun","n","neutral",,
"weak","deplete","verb","y","negative",,
"strong","deplorable","adj","n","negative",,
"strong","deplorable","anypos","y","negative",,
"strong","deplorably","anypos","n","negative",,
"strong","deplore","verb","y","negative",,
"strong","deploring","adj","n","negative",,
"strong","deploringly","anypos","n","negative",,
"strong","deprave","verb","y","negative",,
"strong","depraved","adj","n","negative",,
"strong","depravedly","anypos","n","negative",,
"strong","deprecate","verb","y","negative",,
"weak","depress","verb","y","negative",,
"strong","depressed","adj","n","negative",,
"strong","depressing","adj","n","negative",,
"strong","depressing","anypos","n","negative",,
"strong","depressingly","anypos","y","negative",,
"weak","depression","adj","n","negative",,
"weak","depression","noun","n","negative",,
"strong","deprive","verb","y","negative",,
"strong","deprived","adj","n","negative",,
"strong","deride","verb","y","negative",,
"strong","derision","noun","n","negative",,
"strong","derisive","anypos","n","negative",,
"strong","derisively","anypos","n","negative",,
"strong","derisiveness","anypos","n","negative",,
"strong","derogatory","adj","n","negative",,
"strong","desecrate","verb","y","negative",,
"strong","deserve","verb","y","positive",,
"strong","deserved","adj","n","positive",,
"strong","deservedly","adverb","n","positive",,
"strong","deserving","adj","n","positive",,
"strong","desert","verb","y","negative",,
"strong","desertion","noun","n","negative",,
"strong","desiccate","verb","n","negative",,
"strong","desiccated","adj","n","negative",,
"strong","desirable","adj","n","positive",,
"strong","desire","adj","n","positive",,
"strong","desire","noun","n","positive",,
"strong","desire","verb","y","positive",,
"strong","desirous","anypos","n","positive",,
"strong","desolate","adj","n","negative",,
"strong","desolately","anypos","n","negative",,
"strong","desolation","noun","n","negative",,
"strong","despair","noun","n","negative",,
"strong","despair","verb","y","negative",,
"strong","despairing","adj","n","negative",,
"strong","despairingly","anypos","n","negative",,
"strong","desperate","adj","n","negative",,
"strong","desperately","anypos","y","negative",,
"strong","desperation","noun","n","negative",,
"strong","despicable","adj","n","negative",,
"strong","despicably","anypos","y","negative",,
"strong","despise","verb","y","negative",,
"strong","despised","adj","n","negative",,
"strong","despised","anypos","n","negative",,
"strong","despite","anypos","n","negative",,
"strong","despoil","verb","y","negative",,
"strong","despoiler","noun","n","negative",,
"strong","despondence","noun","n","negative",,
"strong","despondency","noun","n","negative",,
"strong","despondent","adj","n","negative",,
"strong","despondently","anypos","n","negative",,
"strong","despot","noun","n","negative",,
"strong","despotic","adj","n","negative",,
"strong","despotism","adj","n","negative",,
"strong","despotism","noun","n","negative",,
"strong","destabilisation","adj","n","negative",,
"strong","destabilisation","noun","n","negative",,
"weak","destine","verb","y","positive",,
"weak","destined","adj","n","positive",,
"strong","destinies","adj","n","positive",,
"strong","destinies","noun","n","positive",,
"strong","destiny","noun","n","positive",,
"weak","destiny","adj","n","neutral",,
"weak","destiny","noun","n","neutral",,
"strong","destitute","adj","n","negative",,
"strong","destitution","noun","n","negative",,
"weak","destroy","verb","y","negative",,
"strong","destroyer","adj","n","negative",,
"strong","destroyer","noun","n","negative",,
"weak","destruction","noun","n","negative",,
"strong","destructive","adj","n","negative",,
"strong","desultory","adj","n","negative",,
"weak","deter","verb","y","negative",,
"weak","deteriorate","adj","n","negative",,
"weak","deteriorating","adj","n","negative",,
"weak","deteriorating","noun","n","negative",,
"weak","deterioration","noun","n","negative",,
"strong","determination","adj","n","positive",,
"strong","determination","noun","n","positive",,
"weak","deterrent","anypos","n","negative",,
"strong","detest","verb","y","negative",,
"strong","detestable","anypos","n","negative",,
"strong","detestably","anypos","n","negative",,
"weak","detract","verb","y","negative",,
"weak","detraction","noun","n","negative",,
